dc:title,prism:publicationName,prism:coverDate
Determination of the factors that might have influenced the rehabilitation of caretta caretta in the lampedusa sea turtle rescue center between 2001-2016,Natura Croatica,2020-12-31
Silence gestures revisited,Gesture,2020-12-31
"Context, not sequence order, affects the meaning of bonobo (Pan paniscus) gestures",Gesture,2020-12-31
Out-group gestures can lower self-esteem,Gesture,2020-12-31
“How do you even know what ideophones mean?” Gestures' contributions to ideophone semantics in Quichua,Gesture,2020-12-31
"Social hyperscanning with fNIRS: Intra-brain and inter-brain connectivity for social, affective and informative gestures reproduction",Gesture,2020-12-31
Gestural symbolic strategies in children with down syndrome,Gesture,2020-12-31
Why do we shake our heads? On the origin of the headshake,Gesture,2020-12-31
Comparison of end-expiratory lung volume measurement by electrical impedance tomography and nitrogen washout method in pigs,Lekar a Technika,2020-12-31
The use of pacemaker diagnostics for supporting the anticoagulation treatment management,Lekar a Technika,2020-12-31
Upgrade of the langendorff apparatus using the infrared thermo-control system and an intelligent heater,Lekar a Technika,2020-12-31
Usage of anesthesia information management systems in european countries in 2020 – a short survey,Lekar a Technika,2020-12-31
Freezing ability of two slow permeating cryoprotectants on rooster semen diluted with tris egg-yolk juice extender,Letters in Animal Biology,2021-12-31
Optimizing liquid storage duration of two poultry species semen with plant based extender,Letters in Animal Biology,2021-12-31
Influence of dietary supplementation of selenium and vitamin E on bone morphometry and mineralization in broiler chicken under heat stress,Letters in Animal Biology,2021-12-31
Effect of different levels and sources of dietary copper on the growth and immunity of broiler chicken,Letters in Animal Biology,2021-12-31
EXPECTATIONS OF FACULTY OF SPORTS SCIENCES STUDENTS ON THE EFFECT OF DISTANCE EDUCATION ON ACADEMIC SUCCESS,Research in Sport Education and Sciences,2021-12-31
THE WORLD CHAMPIONSHİP IN BIATHLON AND THE ANALYSIS OF THE OLYMPIC COMPETITION RESULTS ACCORDING TO COMPETITION TYPES (2017-2021),Research in Sport Education and Sciences,2021-12-31
"EXAMINATION OF PROFESSIONAL COMPETENCE, EMOTIONAL LABOR AND BURNOUT FEELING IN GYMNASTICS COACHES IN TERMS OF SOME VARIABLES",Research in Sport Education and Sciences,2021-12-31
ANXIETY LEVELS AND EXERCISE ADDICTION IN HIGHER EDUCATION STUDENTS STUDYING SPORTS SCIENCES DURING THE COVID-19 PANDEMIC,Research in Sport Education and Sciences,2021-12-31
DETERMINATION OF NUTRITIONAL EXERCISE BEHAVIORS OF HIGH SCHOOL STUDENTS,Research in Sport Education and Sciences,2021-12-31
THE EFFECT OF AEROBIC AND ANAEROBIC EXERCISES ON SERUM TRIMETHYLAMINE N-OXIDE (TMAO) LEVELS IN FRUCTOSE-MEDIATED RAT METABOLIC SYNDROME MODEL,Research in Sport Education and Sciences,2021-12-31
A RESEARCH ON THE EFFECTS OF THE PANDEM ON FOOTBALL ECONOMY,Research in Sport Education and Sciences,2021-12-31
Multiplication Operators on Second Order Cesàro-Orlicz Sequence Spaces,Mathematical Sciences and Applications E-Notes,2021-12-31
Some Remarks on the Equalities of Predictors in Linear Mixed Models,Mathematical Sciences and Applications E-Notes,2021-12-31
The Monoid Rank and Monoid Presentation of Order-Preserving and Order-Decreasing Full Contraction Mappings,Mathematical Sciences and Applications E-Notes,2021-12-31
THE PREVALENCE AND FACTORS AFFECTING PRIMARY DYMENORRHEA AMONG FEMALE STUDENTS,Journal of Quality Measurement and Analysis,2021-12-31
A MATHEMATICAL MODELLING THROUGH CHAOTIC APPROACH TO FORECAST THE SEA LEVEL IN PENANG,Journal of Quality Measurement and Analysis,2021-12-31
Modelling of International Tourist Arrivals to Malaysia,Journal of Quality Measurement and Analysis,2021-12-31
STATUS OF AIR QUALITY BEFORE AND DURING REINFORCEMENT OF MCO DUE TO COVID-19 OUTBREAK IN CENTRAL AND SOUTHERN REGIONS OF PENINSULAR MALAYSIA,Journal of Quality Measurement and Analysis,2021-12-31
A Note on the Libera Type Meromorphic Close-to-convex Functions,Turkish Journal of Mathematics and Computer Science,2021-12-31
On Pell and Pell-Lucas Generalized Octonions,Turkish Journal of Mathematics and Computer Science,2021-12-31
Modeling Covid-19 Infection Cases and Vaccine in 5 Countries Highly Vaccinations,Turkish Journal of Mathematics and Computer Science,2021-12-31
Spectral Properties of the Sturm-Liouville Operator Produced by the Unseparated Boundary Conditions with Spectral Parameter,Turkish Journal of Mathematics and Computer Science,2021-12-31
"(k, m)-type Slant Helices According to Parallel Transport Frame in Euclidean 4-Space",Turkish Journal of Mathematics and Computer Science,2021-12-31
Some Divisibility Properties of Lucas Numbers,Turkish Journal of Mathematics and Computer Science,2021-12-31
Some Characterizations of Spherical Indicatrix Curves Generated by Flc Frame,Turkish Journal of Mathematics and Computer Science,2021-12-31
Singular Minimal Translation Surfaces in Euclidean Spaces Endowed with Semi–symmetric Connections,Turkish Journal of Mathematics and Computer Science,2021-12-31
On Involute-Evolute Curve Pair in Semi-Euclidean Space,Turkish Journal of Mathematics and Computer Science,2021-12-31
"Comments on Panel III, entitled 'The Brazil platform: Its structure, logic and openness to welcome research in the human sciences'. Composed of researchers Dartel Ferrari de Lima (UNIOESTE), José Artur Silva Emim (UNICSUL) and Stella Regina Taquette (UERJ), held on September 24, 2021",Revista Pesquisa Qualitativa,2021-12-31
THE SOLUTION EXISTENCE OF INTEGRAL BOUNDARY VALUE PROBLEM INVOLVING NONLINEAR IMPLICIT CAPUTO FRACTIONAL DIFFERENTIAL EQUATIONS IN BANACH SPACES,Bangmod International Journal of Mathematical and Computational Science,2021-12-31
A TRIGONOMETRICALLY ADAPTED EMBEDDED PAIR OF EXPLICIT RUNGE-KUTTA-NYSTRÖM METHODS TO SOLVE PERIODIC SYSTEMS,Bangmod International Journal of Mathematical and Computational Science,2021-12-31
APPLICATION OF NONLINEAR CONTRACTION CONDITION FOR SOLUTION OF FIRST-ORDER DIFFERENTIAL SYSTEMS WITH GENERAL NONLOCAL CONDITIONS,Bangmod International Journal of Mathematical and Computational Science,2021-12-31
Editorial,Revista Pesquisa Qualitativa,2021-12-31
LOGIC OF THE QUALITATIVE RESEARCH AND ETHICAL ISSUES: INTEGRATING SYNTHESIS AND DEVELOPMENTS OF VI SIPEQ PANELS,Revista Pesquisa Qualitativa,2021-12-31
INADEQUACY OF THE CONEP SYSTEM FOR QUALITATIVE RESEARCH,Revista Pesquisa Qualitativa,2021-12-31
THE PLATAFORMA BRASIL AND ITS TEXTURES,Revista Pesquisa Qualitativa,2021-12-31
THE BRAZIL PLATFORM AND THE RESEARCH ETHICS COMMITTEES IN THE HUMANITIES AREA,Revista Pesquisa Qualitativa,2021-12-31
A New Type Multivariable Multiple Hypergeometric Functions,Turkish Journal of Mathematics and Computer Science,2021-12-31
"German historiography facing the Shoah in Eastern Europe: Probing topographical, mental, and discursive blind spots",Breaking the Frame: New School of Polish-Jewish Studies: Introduced by Jan T. Gross,2021-12-31
Introduction,Breaking the Frame: New School of Polish-Jewish Studies: Introduced by Jan T. Gross,2021-12-31
"Word column, word-Golem: Rebuilding Jacek Podsiadło's ""Słup ze słow"" in English",Breaking the Frame: New School of Polish-Jewish Studies: Introduced by Jan T. Gross,2021-12-31
The experience of exclusion seen from the inside. Ida Fink's A Scrap of Time and its reception in Poland,Breaking the Frame: New School of Polish-Jewish Studies: Introduced by Jan T. Gross,2021-12-31
Traces of the Holocaust in the imaginarium of Polish culture: Hunger,Breaking the Frame: New School of Polish-Jewish Studies: Introduced by Jan T. Gross,2021-12-31
An innocence recovered: The gross affair as the result of the Polish State's historical politics since 2004,Breaking the Frame: New School of Polish-Jewish Studies: Introduced by Jan T. Gross,2021-12-31
Breaking the frame: New school of Polish-Jewish Studies: Introduced by Jan T. Gross,Breaking the Frame: New School of Polish-Jewish Studies: Introduced by Jan T. Gross,2021-12-31
"The girl and the painter. Ostrowiec, March 19, 1945",Breaking the Frame: New School of Polish-Jewish Studies: Introduced by Jan T. Gross,2021-12-31
Czesław Miłosz and his three Holocaust poems,Breaking the Frame: New School of Polish-Jewish Studies: Introduced by Jan T. Gross,2021-12-31
History and historiography of the Holocaust encounter a hostile Polish State,Breaking the Frame: New School of Polish-Jewish Studies: Introduced by Jan T. Gross,2021-12-31
Word column,Breaking the Frame: New School of Polish-Jewish Studies: Introduced by Jan T. Gross,2021-12-31
The United States Holocaust Memorial Museum and the American Poles: Beginnings of the non-critical Polish-Jewish studies (1978-80),Breaking the Frame: New School of Polish-Jewish Studies: Introduced by Jan T. Gross,2021-12-31
ALL ROADS LEAD TO ROME,Comparative Legilinguistics,2021-12-31
March 1968 as a Pogrom: The missing category of description,Breaking the Frame: New School of Polish-Jewish Studies: Introduced by Jan T. Gross,2021-12-31
Kolumbowie by Roman Bratny (1957): A tale at a crossroads,Breaking the Frame: New School of Polish-Jewish Studies: Introduced by Jan T. Gross,2021-12-31
Editors' note,Breaking the Frame: New School of Polish-Jewish Studies: Introduced by Jan T. Gross,2021-12-31
"The recent history of a certain paralysis: A case study of the ""Jewish Bolshevism"" stereotype in Poland",Breaking the Frame: New School of Polish-Jewish Studies: Introduced by Jan T. Gross,2021-12-31
"A Polish witness of (his own) Jewish death, or on the Holocaust poetry and prose by Tadeusz Rózewicz",Breaking the Frame: New School of Polish-Jewish Studies: Introduced by Jan T. Gross,2021-12-31
PERCEPTION OF USERS OF A BASIC HEALTH UNIT ABOUT CHRONIC MUSCULOSKELETAL PAIN AND PAIN MANAGEMENT STRATEGIES,Revista Pesquisa Qualitativa,2021-12-31
THE QUALITATIVE RESEARCH AND THE ETHICAL QUESTION,Revista Pesquisa Qualitativa,2021-12-31
BRAZIL PLATFORM AND THE CHALLENGES FOR HEALTH RESEARCHERS WHO CONDUCT QUALITATIVE RESEARCH,Revista Pesquisa Qualitativa,2021-12-31
Dialogue of memories and the class perspective,Breaking the Frame: New School of Polish-Jewish Studies: Introduced by Jan T. Gross,2021-12-31
The Difficult Case Consultation: An intervention for interprofessional health communication,Qualitative Research in Medicine and Healthcare,2021-12-31
Editorial,Qualitative Research in Medicine and Healthcare,2021-12-31
Psychosocial benefits of the social support experienced at a community-based cancer wellness organization,Qualitative Research in Medicine and Healthcare,2021-12-31
Determinants Factors of Financial Well-Being among Malay Youth Using Partial Least Square Modeling,Journal of Quality Measurement and Analysis,2021-12-31
Investgaton wth The Bblometrc Analyss Method of Studes about the Effect on Clmate Change of Paddy Producton,Turkish Journal of Agricultural Economics,2021-12-31
The Evaluaton of Mugla Beekeepng Potental In Terms of Aptoursm,Turkish Journal of Agricultural Economics,2021-12-31
Letter to the Editor. Seizures in pediatric patients with cerebral AVMs,Journal of neurosurgery. Pediatrics,2021-12-31
Transformation of Agriculture and Livestock In The World: Technology-Based Applications and Revolutions,Turkish Journal of Agricultural Economics,2021-12-31
Estimating of Apricot Production of Turkey Using ARIMA Model,Turkish Journal of Agricultural Economics,2021-12-31
Models of Policy Implementation in Islamic School Learning Systems During Covid-19,Jurnal Pendidikan Agama Islam,2021-12-31
Critical Discourse Analysis of Gender Construction on Islamic History Content in the Islamic Religious Education Textbook for Junior High School,Jurnal Pendidikan Agama Islam,2021-12-31
Integration of Islamic and Indonesian Education in the Perspective of KH. Salahuddin Wahid,Jurnal Pendidikan Agama Islam,2021-12-31
Disaster Emergency Response Management to Anticipate the Spread of Covid-19 at the Islamic Boarding School,Jurnal Pendidikan Agama Islam,2021-12-31
Religion Teachers’ Strategies to Internalize Tolerance Values at Catholic and Islamic Schools in Bajawa Nusa Tenggara Timur,Jurnal Pendidikan Agama Islam,2021-12-31
The Existence of Pesantren Based Technology: Digitalization of Learning in Pondok Pesantren Darul Ulum Kudus,Jurnal Pendidikan Agama Islam,2021-12-31
Learning Tahfidz Al-Qur'an During the Covid-19 Pandemic,Jurnal Pendidikan Agama Islam,2021-12-31
Learning Communication in Tahfidz Quran Through Tarkiz Method,Jurnal Pendidikan Agama Islam,2021-12-31
Problems Facing Agricultural Product Exporters and Solutions : A Case Study from Afghanistan,Turkish Journal of Agricultural Economics,2021-12-31
"A STUDY OF STUDENTS’ ATTITUDE TOWARDS PHYSICAL TRAINING AND SPORTS LESSON IN TERMS OF SEVERAL VARIABLES (EXAMPLES FROM HAMUR, AGRI)",Research in Sport Education and Sciences,2021-12-31
Effective Teaching in Psychological Perspective: PAI Teacher Knowledge and Skills,Jurnal Pendidikan Agama Islam,2021-12-31
Student Morality Behavior: A Contribution of Social Godliness and Religiosity,Jurnal Pendidikan Agama Islam,2021-12-31
Revitalizing Love and Compassion Values Education at Religious Education Learning in National Curriculum in Indonesia,Jurnal Pendidikan Agama Islam,2021-12-31
Investigation of dissolution kinetics of colemanite in sodium bisulfate solution,Journal of Boron,2021-12-31
WHY THE GROWTH OF QANUN JINAYAH IN ACEH WAS SLOWLY? An Analysis Using Structural Functionalism Theory,Al-Risalah: Forum Kajian Hukum dan Sosial Kemasyarakatan,2021-12-31
Synthesis and characterization of boron doped polysaccharide complex cross-linked by genipin,Journal of Boron,2021-12-31
The usage of waste clays containing boron in drilling muds,Journal of Boron,2021-12-31
Investigation of the effects of using boron detergent with and without softener on repetitive washing of towel and loincloths,Journal of Boron,2021-12-31
ENHANCING THE EFFECTIVENESS OF THE ZAKAT MANAGEMENT SYSTEM TO REDUCE TAXABLE INCOME FOR MUSLIM COMMUNITIES IN EAST JAVA,Al-Risalah: Forum Kajian Hukum dan Sosial Kemasyarakatan,2021-12-31
